sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR2449141	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2449140	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2449109	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927308	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927307	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927306	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927305	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927304	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2927303	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2976832	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3137257	21	131	Escherichia coli	ST131 Context NA	ND/Other	NA	2015	North America	United States	Florida
SRR3168641	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3168634	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3095387	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3095385	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3095382	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3095380	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3095378	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057134	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057133	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057126	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057124	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057123	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR3057119	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544780	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544777	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544776	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544772	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544771	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2544769	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR2134675	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR5649634	21	131	Escherichia coli	ST131 Context NA	Environment	Environment	2015	North America	United States	Tennessee
SRR6713250	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	North Carolina
SRR6892716	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	New York
SRR6892732	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	New York
SRR6892733	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	New York
SRR6892759	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	New York
SRR6892764	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	New York
SRR7840045	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7840066	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7840098	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839974	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839761	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839762	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839765	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839767	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839768	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839899	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839902	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839904	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839393	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839394	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839395	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839396	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839488	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839536	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839539	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839540	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839617	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839618	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7839619	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Michigan
SRR7879919	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR7879892	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR7879891	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR7879883	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR7879881	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR7879879	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR8542005	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542006	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542007	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542008	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542009	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542010	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542011	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542012	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542013	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542014	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542017	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542018	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542019	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542020	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542022	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542023	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542024	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542025	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542026	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542027	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542028	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542029	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542030	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542031	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542034	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542041	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542042	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542043	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542044	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542045	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR8542046	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Utah
SRR9220650	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220353	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220354	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220355	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220356	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220358	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220374	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9220375	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9219891	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR9219953	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR10241431	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10241432	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10241433	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10241438	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10270328	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10269945	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10269946	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10269948	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10269949	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10269950	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10269952	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10267333	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10267334	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10267336	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10267339	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10267341	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10267342	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10259147	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10259148	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10259149	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Saskatchewan
SRR10259150	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10259151	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10259155	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10259156	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10257664	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	British Columbia
SRR10257665	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	British Columbia
SRR10257666	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	New Brunswick
SRR10257667	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10257669	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	British Columbia
SRR10257671	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10255005	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10255006	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Nova Scotia
SRR10255007	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Alberta
SRR10255008	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10255009	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10255010	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Quebec
SRR10255012	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Nova Scotia
SRR10251221	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10251223	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10251227	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10251228	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR10244684	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10244685	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Saskatchewan
SRR10244686	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10244688	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Manitoba
SRR10244689	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	British Columbia
SRR10244690	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	New Brunswick
SRR10244692	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Saskatchewan
SRR8541592	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR8541596	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR8541599	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR8541338	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR8541480	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	Canada	Ontario
SRR4019388	21	131	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Massachusetts
SRR11444990	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2015	North America	Canada	Alberta
SRR11484534	21	131	Escherichia coli	ST131 Context NA	Marine Mammal	Animal	2015	North America	United States	Maryland
SRR2820647	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	District of Columbia
SRR2134681	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR3932429	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR3932428	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR3932427	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR3932421	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR3932418	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Massachusetts
SRR5296500	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Missouri
SRR5470014	21	131	Escherichia coli	ST131 Context NA	Environment	Environment	2014	North America	United States	Tennessee
SRR6892772	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	New York
SRR7840054	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7840056	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7840069	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7840144	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7840147	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7840148	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839672	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839677	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839771	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839777	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839782	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839846	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839869	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839871	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839872	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839876	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839907	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839401	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839405	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839410	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839420	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839424	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839491	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839492	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839494	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839495	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839524	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839534	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839537	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839541	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839613	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839630	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839640	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7839664	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Michigan
SRR7879927	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Pennsylvania
SRR7879890	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Rhode Island
SRR7879882	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Pennsylvania
SRR7879874	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Pennsylvania
SRR7879871	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	United States	Pennsylvania
SRR10237150	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237151	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	New Brunswick
SRR10237152	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	British Columbia
SRR10237153	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237155	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237156	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237158	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	British Columbia
SRR10237159	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	British Columbia
SRR10237160	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237161	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Saskatchewan
SRR10236243	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Manitoba
SRR10236246	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	British Columbia
SRR10236247	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Manitoba
SRR10237189	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237190	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237191	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237192	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237193	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237194	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237197	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237198	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237894	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237895	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237896	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237897	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237898	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10237900	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR10237901	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Manitoba
SRR10237902	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Quebec
SRR10237903	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Quebec
SRR10241437	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Quebec
SRR10432013	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10432014	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Quebec
SRR10432015	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR10432016	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10432018	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Manitoba
SRR10432021	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10430281	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10430282	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10430283	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10430287	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10430288	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR10430289	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541604	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541612	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541641	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541275	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541288	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541289	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541306	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541310	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541362	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541408	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541424	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541473	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541535	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541537	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541566	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR11444977	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2014	North America	Canada	Alberta
SRR11444980	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2014	North America	Canada	Alberta
SRR11444982	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2014	North America	Canada	Alberta
SRR11444989	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2014	North America	Canada	Alberta
SRR11444964	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2014	North America	Canada	Alberta
SRR11443123	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443124	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443126	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443127	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443133	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443134	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443136	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
SRR11443137	21	131	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Alberta
